Company,Month,Service,Campaign,Paid,Percent,Spend,Spent,Impressions,Clicks,CRT
Tires First - Aletheia,MAR,Tire & Auto,Display,1700,0.3,510,308,199715,590,0.00295421
TLC Realty,MAR,Real Estate,Display,0,0.3,0,0,0,0,0
Valley Rescue Mission,MAR,Charitable,Display,0,0.3,0,0,0,7,
West Georgia Eye Care,MAR,Medical,Display,1000,0.3,300,320.69,110004,198,0.001799935
WVNC Job Fair,MAR,Media,Display,0,0.3,0,0,0,0,0
Adams Family Dentistry,APR,Dentist,Display,900,0.3,270,193.62,101111,308,0.003046157
Advanced Med Pro,APR,Banking,Display,850,0.3,255,379.41,83576,152,0.001818704
Alabama Funeral Homes & Cremation Center,APR,Funeral,Display,1140,0.3,342,546.91,189800,338,0.001780822
Aletheia Digital,APR,Marketing,Display,0,0.3,0,92.04,33726,44,0.001304631
Allstar Heating & Air,APR,HVAC,Display,500,0.3,150,58.03,47132,68,0.001442757
American Roofing and Restoration,APR,Roofing,Display,500,0.3,150,78.15,56344,176,0.003123669
ASP Pools,APR,Landscaping & Pools,Display,700,0.3,210,242.41,162811,255,0.001566233
Avery's Furniture,APR,Furniture,Display,400,0.3,120,98.78,44382,89,0.002005317
Bennie Smith Funeral Homes,APR,Funeral,Display,1000,0.3,300,357.38,109994,116,0.001054603
Beracah Homes,APR,Housing,Display,1100,0.3,330,344.8,119995,133,0.00110838
Bethany Church,APR,Church & School,Display,2000,0.3,600,0,0,0,0
Buzzell Plumbing Heating & AC,APR,"Plumbing, HVAC",Display,1000,0.3,300,306.02,109994,169,0.001536447
Childress Dental,APR,Dentist,Display,0,0.3,0,167.57,152932,166,0.00108545
Chris Moore Roofing,APR,Roofing,Display,350,0.3,105,112.44,39776,54,0.001357603
Cofield Comfort Systems,APR,HVAC,Display,500,0.3,150,154.56,55002,96,0.001745391
Columbus Hospice,APR,Medical,Display,0,0.3,0,0,0,0,0
Columbus Technical College,APR,Church & School,Display,400,0.3,120,154.3,55003,79,0.001436285
Complete Tire,APR,Tire & Auto,Display,0,0.3,0,0,0,0,0
Containers by Reaves,APR,Waste Management,Display,500,0.3,150,96.38,58124,97,0.001668846
D&H Backhoe Services,APR,Plumbing,Display,0,0.3,0,0,0,0,0
Dentistry for Children,APR,Dentist,Display,500,0.3,150,159.07,55000,89,0.001618182
Desert Steel,APR,Retail,Display,0,0.3,0,0,0,0,0
Farney's Home & Building Center,APR,Home Improvement,Display,520,0.3,156,131.77,57504,323,0.005617001
First Response Services,APR,Restoration & Cleaning,Display,225,0.3,67.5,72.77,25005,26,0.001039792
Fosters Tree Service,APR,Tree Service,Display,0,0.3,0,0,0,0,0
Gil's Auto Opelika,APR,Auto Sales,Display,1500,0.3,450,467.02,165003,302,0.00183027
Grand Opera House,APR,Entertainment,Display,0,0.3,0,0,0,0,0
Green Team Dumpster Rentals,APR,Waste Management,Display,0,0.3,0,0,0,0,0
Hinson Galleries,APR,Furniture,Display,600,0.3,180,183.2,66002,108,0.001636314
Hutchinson Boat Works,APR,Boating,Display,500,0.3,150,1.79,644,2,0.00310559
Hyundai of Auburn,APR,Auto Sales,Display,1200,0.3,360,377.54,131999,138,0.001045462
iAct Colorectal Cancer,APR,Clinical Trials,Display,1000,0.3,300,345.78,116264,238,0.002047065
iAct Diabetes Mellitus Trial,APR,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Eczema Trial,APR,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Oral Mucositis,APR,Medical,Display,0,0.3,0,0,0,0,0
iAct Pancreatic Cancer,APR,Clinical Trials,Display,1000,0.3,300,229.29,66521,87,0.001307858
iAct Pneumonia Vaccine Trial,APR,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Teen Obesity,APR,Clinical Trials,Display,1000,0.3,300,138.72,73411,88,0.00119873
Launch Trampoline,APR,Entertainment,Display,1000,0.3,300,271.53,91485,175,0.001912882
Marty Rae's Furniture,APR,Furniture,Display,1800,0.3,540,546.84,194054,225,0.001159471
Matt's Roofing & Gutters,APR,Roofing,Display,1000,0.3,300,161.59,110624,329,0.002974038
McGuire's Portable Buildings,APR,Buildings,Display,0,0.3,0,0,0,0,0
Midtown OB,APR,Medical,Display,500,0.3,150,96.7,61356,109,0.001776517
Midtown OB Fibroids Trial,APR,Medical,Display,0,0.3,0,0,0,0,0
Mikata Japanese Restaurant,APR,Restaurant,Display,0,0.3,0,0,0,0,0
Mike Seltzer Jewelers,APR,Retail,Display,500,0.3,150,128.16,46201,81,0.001753209
North Country Family Health Center,APR,Medical,Display,0,0.3,0,0,0,0,0
Northridge Vet,APR,Veterinary,Display,500,0.3,150,129.92,88518,100,0.001129714
Only Plumbing,APR,Plumbing,Display,0,0.3,0,0,0,0,0
Overby Company,APR,Office Supply,Display,400,0.3,120,130.78,45862,188,0.004099254
Overby Company,APR,Office Supply,Display,0,0.3,0,0,0,,0
Overhead Door -Watertown,APR,Garage Door,Display,500,0.3,150,118.17,65487,227,0.003466337
Parkside Dental,APR,Dentist,Display,500,0.3,150,87.09,59182,133,0.002247305
Pink Monarch,APR,Medical,Display,560,0.3,168,106.6,65431,145,0.002216075
PinProps,APR,Real Estate,Display,1500,0.3,450,360.77,130811,210,0.00160537
Proscape Colorants,APR,Landscaping & Pools,Display,3000,0.3,900,959.05,297042,387,0.001302846
Ragan Grading & Septic,APR,Plumbing,Display,500,0.3,150,196.86,67747,160,0.002361728
Reliance Home Services,APR,Roofing & HVAC,Display,0,0.3,0,0,0,0,0
Roscoe Jenkins Funeral Home,APR,Funeral,Display,350,0.3,105,91.13,37782,165,0.004367159
Rosenfelds Deli,APR,Restaurant,Display,850,0.3,255,267.79,92977,186,0.002000495
Servpro CDW,APR,Restoration & Cleaning,Display,2000,0.3,600,77.04,74735,56,0.000749314
ServPro of Phenix City,APR,Restoration & Cleaning,Display,400,0.3,120,111.17,43579,307,0.007044677
Shred A Way,APR,Office Supply,Display,600,0.3,180,340.72,89417,216,0.002415648
Shred A Way,APR,Office Supply,Display,0,0.3,0,0,0,,0
Smiths Radiator,APR,Tire & Auto,Display,0,0.3,0,0,0,0,0
Success Unlimited Academy,APR,Church & School,Display,500,0.3,150,152.51,55000,49,0.000890909
The Roofing Guys,APR,Roofing,Display,0,0.3,0,8.69,2045,8,0.00391198
Thompson West Plumbing,APR,Plumbing,Display,0,0.3,0,0,0,0,0
Tidemark Federal Credit Union,APR,Banking,Display,2800,0.3,840,857.01,299965,470,0.001566849
Tires First - Aletheia,APR,Tire & Auto,Display,1700,0.3,510,310.59,180137,590,0.003275285
TLC Realty,APR,Real Estate,Display,0,0.3,0,0,0,0,0
Valley Rescue Mission,APR,Charitable,Display,500,0.3,150,18.84,5417,7,0.001292228
West Georgia Eye Care,APR,Medical,Display,1000,0.3,300,313.84,110000,198,0.0018
WVNC Job Fair,APR,Media,Display,0,0.3,0,0,0,0,0
Synovus Wealth Management - Tampa,AUG,Banking,Display,0,0.3,0,0,0,0,0
Synovus Wealth Management - Tampa,SEPT,Banking,Display,0,0.3,0,0,,,0
Synovus Wealth Management - Tampa,OCT,Banking,Display,0,0.3,0,0,0,0,0
Synovus Wealth Management - Tampa,NOV,Banking,Display,1000,0.3,300,291.12,146756,947,0.006452888
Synovus Wealth Management - Tampa,DEC,Banking,Display,1000,0.3,300,248.73,102239,582,0.005692544
Synovus Wealth Management - Tampa,JAN,Banking,Display,1000,0.3,300,206.62,149122,577,0.003869315
Synovus Wealth Management - Tampa,FEB,Banking,Display,1000,0.3,300,133.47,123278,649,0.005264524
Synovus Wealth Management - Tampa,MAR,Banking,Display,1000,0.3,300,136.57,118151,317,0.002683007
Synovus Wealth Management - Tampa,APR,Banking,Display,500,0.3,150,89.42,76112,317,0.004164915
Synovus Wealth Management - Sarasota,AUG,Banking,Display,0,0.3,0,0,0,0,0
Synovus Wealth Management - Sarasota,SEPT,Banking,Display,0,0.3,0,0,0,0,0
Synovus Wealth Management - Sarasota,OCT,Banking,Display,0,0.3,0,0,0,0,0
Synovus Wealth Management - Sarasota,NOV,Banking,Display,1000,0.3,300,246.15,115161,726,0.006304218
Synovus Wealth Management - Sarasota,DEC,Banking,Display,500,0.3,150,174.76,59252,231,0.003898603
Synovus Wealth Management - Sarasota,JAN,Banking,Display,1000,0.3,300,231.43,115004,501,0.00435637
Synovus Wealth Management - Sarasota,FEB,Banking,Display,1000,0.3,300,175.8,130356,742,0.005692105
Synovus Wealth Management - Sarasota,MAR,Banking,Display,1000,0.3,300,170.11,113919,2,1.76E-05
Synovus Wealth Management - Sarasota,APR,Banking,Display,0,0.3,0,5.4,1938,2,0.001031992
Synovus Wealth Management - Naples,AUG,Banking,Display,0,0.3,0,0,0,0,0
Synovus Wealth Management - Naples,SEPT,Banking,Display,0,0.3,0,0,0,0,0
Synovus Wealth Management - Naples,OCT,Banking,Display,0,0.3,0,0,0,0,0
Synovus Wealth Management - Naples,NOV,Banking,Display,1000,0.3,300,291.46,125397,766,0.006108599
Synovus Wealth Management - Naples,DEC,Banking,Display,500,0.3,150,212.65,65892,365,0.005539367
Synovus Wealth Management - Naples,JAN,Banking,Display,1000,0.3,300,250.37,126873,500,0.003940949
Synovus Wealth Management - Naples,FEB,Banking,Display,1000,0.3,300,182.76,116685,491,0.00420791
Synovus Wealth Management - Naples,MAR,Banking,Display,0,0.3,0,0.47,651,0,0
Synovus Wealth Management - Naples,APR,Banking,Display,0,0.3,0,0,0,0,0
Synovus Wealth Management - Port Charlotte,AUG,Banking,Display,0,0.3,0,0,0,0,0
Synovus Wealth Management - Port Charlotte,SEPT,Banking,Display,0,0.3,0,0,0,0,0
Synovus Wealth Management - Port Charlotte,OCT,Banking,Display,0,0.3,0,0,0,0,0
Synovus Wealth Management - Port Charlotte,NOV,Banking,Display,0,0.3,0,0,0,0,0
Synovus Wealth Management - Port Charlotte,DEC,Banking,Display,0,0.3,0,0,0,0,0
Synovus Wealth Management - Port Charlotte,JAN,Banking,Display,0,0.3,0,0,0,0,0
Synovus Wealth Management - Port Charlotte,FEB,Banking,Display,400,0.3,120,160.6,82329,440,0.005344411
Synovus Wealth Management - Port Charlotte,MAR,Banking,Display,0,0.3,0,6.03,4313,0,0
Synovus Wealth Management - Port Charlotte,APR,Banking,Display,0,0.3,0,0,0,0,0
Morrison's Furniture Store,NOV,Furniture,Display Conv Zone,750,0.3,160,76.51,27325,38,0.001390668
Morrison's Furniture Store,SEPT,Furniture,Display Conv Zone,750,0.3,225,109.45,39633,45,0.001135417
Morrison's Furniture Store,AUG,Furniture,Display Conv Zone,750,0.3,225,114.98,41000,63,0.001536585
Morrison's Furniture Store,JULY,Furniture,Display Conv Zone,750,0.3,225,114.12,41004,0,0
Morrison's Furniture Store,JUNE,Furniture,Display Conv Zone,750,0.3,225,109.56,39576,39,0.000985446
Morrison's Furniture Store,MAY,Furniture,Display Conv Zone,750,0.3,225,109.18,39667,41,0.001033605
D&H Backhoe Services,AUG,Plumbing,Display Conv Zone,0,0.15,0,0,0,0,0
Morrison's Furniture Store,AUG,Furniture,Display Conv Zone,750,0.3,225,824.276206,47181,18,0.00038151
D&H Backhoe Services,SEPT,Plumbing,Display Conv Zone,0,0.3,0,0,0,0,0
Morrison's Furniture Store,SEPT,Furniture,Display Conv Zone,0,0.3,0,0,,,0
D&H Backhoe Services,OCT,Plumbing,Display Conv Zone,0,0.3,0,0,0,0,0
Morrison's Furniture Store,OCT,Furniture,Display Conv Zone,750,0.3,225,766.311079,0,41,
D&H Backhoe Services,NOV,Plumbing,Display Conv Zone,0,0.3,0,0,0,0,0
Morrison's Furniture Store,NOV,Furniture,Display Conv Zone,750,0.3,225,658.999427,23554,102,0.004330475
D&H Backhoe Services,DEC,Plumbing,Display Conv Zone,0,0.3,0,0,0,0,0
Morrison's Furniture Store,DEC,Furniture,Display Conv Zone,750,0.3,225,159.54,0,61,
D&H Backhoe Services,JAN,Plumbing,Display Conv Zone,0,0.3,0,0,0,0,0
Morrison's Furniture Store,JAN,Furniture,Display Conv Zone,750,0.3,225,118.38,42074,46,0.001093312
D&H Backhoe Services,FEB,Plumbing,Display Conv Zone,0,0.3,0,0,0,0,0
Morrison's Furniture Store,FEB,Furniture,Display Conv Zone,0,0.3,0,0,0,0,0
D&H Backhoe Services,MAR,Plumbing,Display Conv Zone,0,0.3,0,0,0,0,0
Morrison's Furniture Store,MAR,Furniture,Display Conv Zone,750,0.3,225,136.83,50007,45,0.000899874
D&H Backhoe Services,APR,Plumbing,Display Conv Zone,0,0.3,0,0,0,0,0
Morrison's Furniture Store,APR,Furniture,Display Conv Zone,750,0.3,225,112.26,41003,45,0.001097481
Grand Opera House - Stomp,AUG,Entertainment,Display,0,0.3,0,0,0,0,0
Grand Opera House - Stomp,SEPT,Entertainment,Display,76.92,0.3,23.076,21.89,8269,13,0.001572137
Grand Opera House - Stomp,OCT,Entertainment,Display,0,0.3,0,0,0,0,0
Grand Opera House - Stomp,NOV,Entertainment,Display,0,0.3,0,0,0,0,0
Grand Opera House - Stomp,DEC,Entertainment,Display,0,0.3,0,0,0,0,0
Grand Opera House - Stomp,JAN,Entertainment,Display,0,0.3,0,0,0,0,0
Grand Opera House - Stomp,FEB,Entertainment,Display,0,0.3,0,0,0,0,0
Grand Opera House - Stomp,MAR,Entertainment,Display,0,0.3,0,0,0,94,
Grand Opera House - Stomp,APR,Entertainment,Display,1350,0.3,405,301.69,110154,94,0.000853351
Avery Roof Services,NOV,Roofing,Paid Social,0,0.5,0,0,0,0,0
Brothers Gutters,NOV,"Plumbing, HVAC",Paid Social,500,0.5,250,140.49,8654,181,0.020915184
Cheap Cheap Trees,NOV,Tree Service,Paid Social,0,0.5,0,0,0,0,0
Claim Adjusters,NOV,Insurance,Paid Social,0,0.5,0,0,0,0,0
Complete Tire,NOV,Tire & Auto,Paid Social,600,0.5,300,0,0,0,0
Custom Home Furniture,NOV,Furniture,Paid Social,500,0.5,250,0,0,0,0
Custom Home Sleep Shop,NOV,Furniture,Paid Social,0,0.5,0,0,0,0,0
Elite Tree Service,NOV,Tree Service,Paid Social,500,0.3,150,75.77,14132,248,0.017548825
E&S Clothing Warehouse,NOV,Retail,Paid Social,0,0.5,0,0,0,0,0
Five Star Painting ,NOV,,Paid Social,0,0.5,0,0,0,0,0
Fosters Tree Service,NOV,Tree Service,Paid Social,300,0.6,180,0,0,0,0
JAE of America,NOV,,Paid Social,0,0.5,0,0,0,0,0
Magic Bubbles,NOV,Cleaning,Paid Social,0,0.5,0,0,0,0,0
Maps.org,NOV,Roofing,Paid Social,0,0.5,0,0,0,0,0
Matt's Roofing & Gutters,NOV,Roofing,Paid Social,500,0.5,250,317.75,38637,271,0.007014002
Martin Brothers Body Works,NOV,Tire & Auto,Paid Social,0,0.5,0,0,0,0,0
Mold Zero ,NOV,Home Improvement,Paid Social,650,0.5,325,0,0,0,0
NATSB,NOV,Employment,Paid Social,0,0.5,0,0,0,0,0
Piano Crafters,NOV,Retail,Paid Social,0,0.5,0,0,0,0,0
Platinum Roofing ,NOV,Roofing,Paid Social,0,0.5,0,0,0,0,0
PRMC,NOV,Real Estate,Paid Social,0,0.5,0,0,0,0,0
ProGuard 564,NOV,Roofing & HVAC,Paid Social,0,0.5,0,0,0,0,0
Reliable Pool Enclosures,NOV,,Paid Social,0,0.5,0,0,0,0,0
"Servpro Harris, Meriwether, & Stewart",NOV,,Paid Social,0,0.5,0,0,0,0,0
Tadlock Roofing,NOV,Roofing,Paid Social,0,0.5,0,0,0,0,0
Tires First - Aletheia,NOV,Tire & Auto,Paid Social,0,0.5,432,120.43,38867,76,0.001955386
Tyler Home Improvement,NOV,Home Improvement,Paid Social,0,0.5,0,0,0,0,0
Tuscan Rose Vineyards,NOV,Winery,Paid Social,0,0.5,0,0,0,0,0
Warrior Restoration,NOV,Buildings,Paid Social,0,0.5,0,0,0,0,0
Avery Roof Services,SEPT,Roofing,Paid Social,300,0.5,150,0,0,0,0
Brothers Gutters,SEPT,"Plumbing, HVAC",Paid Social,0,0.5,0,0,0,0,0
Cheap Cheap Trees,SEPT,,Paid Social,0,0.5,0,0,0,0,0
Claim Adjusters,SEPT,,Paid Social,0,0.5,0,0,0,0,0
Complete Tire,SEPT,Tire & Auto,Paid Social,600,0.5,300,0,0,0,0
Custom Home Furniture,SEPT,,Paid Social,0,0.5,0,0,0,0,0
Custom Home Sleep Shop,SEPT,,Paid Social,0,0.5,0,0,0,0,0
Elite Tree Service,SEPT,Tree Service,Paid Social,500,0.5,250,149.94,29447,490,0.016640065
E&S Clothing Warehouse,SEPT,,Paid Social,0,0.5,0,0,0,0,0
Five Star Painting ,SEPT,,Paid Social,0,0.5,0,0,0,0,0
Fosters Tree Service,SEPT,Tree Service,Paid Social,500,0.5,250,150,29668,100.39,0.003383781
JAE of America,SEPT,,Paid Social,0,0.5,0,0,0,0,0
Magic Bubbles,SEPT,Cleaning,Paid Social,0,0.5,0,0,0,0,0
Maps.org,SEPT,Roofing,Paid Social,0,0.5,0,0,0,0,0
Matt's Roofing & Gutters,SEPT,Roofing,Paid Social,0,0.5,0,0,0,0,0
Martin Brothers Body Works,SEPT,Tire & Auto,Paid Social,0,0.5,0,0,0,0,0
Mold Zero ,SEPT,Home Improvement,Paid Social,650,0.5,325,348.75,19844,642,0.032352348
NATSB,SEPT,Employment,Paid Social,0,0.5,0,0,0,0,0
Piano Crafters,SEPT,Retail,Paid Social,0,0.5,0,0,0,0,0
Platinum Roofing ,SEPT,,Paid Social,0,0.5,0,0,0,0,0
PRMC,SEPT,Real Estate,Paid Social,0,0.5,0,0,0,0,0
ProGuard 564,SEPT,Roofing & HVAC,Paid Social,0,0.5,0,0,0,0,0
Reliable Pool Enclosures,SEPT,,Paid Social,0,0.5,0,0,0,0,0
"Servpro Harris, Meriwether, & Stewart",SEPT,,Paid Social,0,0.5,0,0,0,0,0
Tadlock Roofing,SEPT,Roofing,Paid Social,0,0.5,0,0,0,0,0
Tires First - Aletheia,SEPT,Tire & Auto,Paid Social,1140,0.5,570,356,61898,129,0.002084074
Tyler Home Improvement,SEPT,Home Improvement,Paid Social,0,0.5,0,0,0,0,0
Tuscan Rose Vineyards,SEPT,Winery,Paid Social,0,0.5,0,0,0,0,0
Warrior Restoration,SEPT,Buildings,Paid Social,0,0.5,0,0,0,0,0
Avery Roof Services,AUG,Roofing,Paid Social,0,0.5,0,0,0,0,0
Brothers Gutters,AUG,"Plumbing, HVAC",Paid Social,0,0.5,0,0,0,0,0
Cheap Cheap Trees,AUG,,Paid Social,0,0.5,0,0,0,0,0
Claim Adjusters,AUG,,Paid Social,0,0.5,0,0,0,0,0
Complete Tire,AUG,Tire & Auto,Paid Social,800,0.5,400,429.96,103435,369,0.003567458
Custom Home Furniture,AUG,,Paid Social,0,0.5,0,0,0,0,0
Custom Home Sleep Shop,AUG,,Paid Social,0,0.5,0,0,0,0,0
Elite Tree Service,AUG,Tree Service,Paid Social,500,0.5,250,171.67,36886,526,0.014260153
E&S Clothing Warehouse,AUG,,Paid Social,0,0.5,0,0,0,0,0
Five Star Painting ,AUG,,Paid Social,0,0.5,0,0,0,0,0
Fosters Tree Service,AUG,Tree Service,Paid Social,500,0.5,250,292.03,79508,384,0.004829703
JAE of America,AUG,,Paid Social,0,0.5,0,0,0,0,0
Magic Bubbles,AUG,Cleaning,Paid Social,0,0.5,0,0,0,0,0
Maps.org,AUG,Roofing,Paid Social,0,0.5,0,0,0,0,0
Matt's Roofing & Gutters,AUG,Roofing,Paid Social,0,0.5,0,0,0,0,0
Martin Brothers Body Works,AUG,Tire & Auto,Paid Social,0,0.5,0,0,0,0,0
Mold Zero ,AUG,Home Improvement,Paid Social,650,0.5,325,359.05,22481,505,0.022463414
NATSB,AUG,Employment,Paid Social,0,0.5,0,0,0,0,0
Piano Crafters,AUG,Retail,Paid Social,0,0.5,0,0,0,0,0
Platinum Roofing ,AUG,,Paid Social,0,0.5,0,0,0,0,0
PRMC,AUG,Real Estate,Paid Social,0,0.5,0,0,0,0,0
ProGuard 564,AUG,Roofing & HVAC,Paid Social,0,0.5,0,0,0,0,0
Reliable Pool Enclosures,AUG,,Paid Social,0,0.5,0,0,0,0,0
"Servpro Harris, Meriwether, & Stewart",AUG,,Paid Social,0,0.5,0,0,0,0,0
Tadlock Roofing,AUG,Roofing,Paid Social,0,0.5,0,0,0,0,0
Tires First - Aletheia,AUG,Tire & Auto,Paid Social,300,0.5,150,179.09,69823,88,0.00126033
Tyler Home Improvement,AUG,Home Improvement,Paid Social,0,0.5,0,0,0,0,0
Tuscan Rose Vineyards,AUG,Winery,Paid Social,0,0.5,0,0,0,0,0
Warrior Restoration,AUG,Buildings,Paid Social,0,0.5,0,0,0,0,0
Avery Roof Services,JULY,Roofing,Paid Social,0,0.5,0,0,0,0,0
Brothers Gutters,JULY,"Plumbing, HVAC",Paid Social,0,0.5,0,0,0,0,0
Cheap Cheap Trees,JULY,,Paid Social,0,0.5,0,0,0,0,0
Claim Adjusters,JULY,,Paid Social,0,0.5,0,0,0,0,0
Complete Tire,JULY,Tire & Auto,Paid Social,1200,0.5,600,60.83,8488,0,0
Custom Home Furniture,JULY,,Paid Social,0,0.5,0,0,0,0,0
Custom Home Sleep Shop,JULY,,Paid Social,0,0.5,0,0,0,0,0
Elite Tree Service,JULY,Tree Service,Paid Social,500,0.5,250,251.45,54927,0,0
E&S Clothing Warehouse,JULY,,Paid Social,0,0.5,0,0,0,0,0
Five Star Painting ,JULY,,Paid Social,0,0.5,0,0,0,0,0
Fosters Tree Service,JULY,Tree Service,Paid Social,500,0.5,250,308.04,95941,0,0
JAE of America,JULY,,Paid Social,0,0.5,0,0,0,0,0
Magic Bubbles,JULY,Cleaning,Paid Social,0,0.5,0,0,0,0,0
Maps.org,JULY,Roofing,Paid Social,0,0.5,0,0,0,0,0
Matt's Roofing & Gutters,JULY,Roofing,Paid Social,0,0.5,0,148.19,24588,0,0
Martin Brothers Body Works,JULY,Tire & Auto,Paid Social,0,0.5,0,0,0,0,0
Mold Zero ,JULY,Home Improvement,Paid Social,650,0.5,325,399.22,27196,0,0
NATSB,JULY,Employment,Paid Social,0,0.5,0,0,0,0,0
Piano Crafters,JULY,Retail,Paid Social,0,0.5,0,0,0,0,0
Platinum Roofing ,JULY,,Paid Social,0,0.5,0,0,0,0,0
PRMC,JULY,Real Estate,Paid Social,0,0.5,0,0,0,0,0
ProGuard 564,JULY,Roofing & HVAC,Paid Social,0,0.5,0,0,0,0,0
Reliable Pool Enclosures,JULY,,Paid Social,0,0.5,0,0,0,0,0
"Servpro Harris, Meriwether, & Stewart",JULY,,Paid Social,0,0.5,0,0,0,0,0
Tadlock Roofing,JULY,Roofing,Paid Social,0,0.5,0,0,0,0,0
Tires First - Aletheia,JULY,Tire & Auto,Paid Social,300,0.5,150,154.83,54085,0,0
Tyler Home Improvement,JULY,Home Improvement,Paid Social,0,0.5,0,0,0,0,0
Tuscan Rose Vineyards,JULY,Winery,Paid Social,0,0.5,0,0,0,0,0
Warrior Restoration,JULY,Buildings,Paid Social,0,0.5,0,0,0,0,0
Avery Roof Services,JUNE,Roofing,Paid Social,0,0.5,0,0,0,0,0
Brothers Gutters,JUNE,"Plumbing, HVAC",Paid Social,0,0.5,0,0,0,0,0
Cheap Cheap Trees,JUNE,,Paid Social,0,0.5,0,0,0,0,0
Claim Adjusters,JUNE,,Paid Social,0,0.5,0,0,0,0,0
Complete Tire,JUNE,Tire & Auto,Paid Social,1200,0.5,600,0,0,0,0
Custom Home Furniture,JUNE,,Paid Social,0,0.5,0,0,0,0,0
Custom Home Sleep Shop,JUNE,,Paid Social,0,0.5,0,0,0,0,0
Elite Tree Service,JUNE,Tree Service,Paid Social,500,0.5,250,203.35,39121,394,0.010071317
E&S Clothing Warehouse,JUNE,,Paid Social,0,0.5,0,0,0,0,0
Five Star Painting ,JUNE,,Paid Social,0,0.5,0,0,0,0,0
Fosters Tree Service,JUNE,Tree Service,Paid Social,500,0.5,250,0,0,0,0
JAE of America,JUNE,,Paid Social,0,0.5,0,0,0,0,0
Magic Bubbles,JUNE,Cleaning,Paid Social,0,0.5,0,0,0,0,0
Maps.org,JUNE,Roofing,Paid Social,0,0.5,0,0,0,0,0
Matt's Roofing & Gutters,JUNE,Roofing,Paid Social,750,0.5,375,315.16,38139,185,0.004850678
Martin Brothers Body Works,JUNE,Tire & Auto,Paid Social,0,0.5,0,0,0,0,0
Mold Zero ,JUNE,Home Improvement,Paid Social,0,0.5,0,250.92,21517,367,0.017056281
NATSB,JUNE,Employment,Paid Social,0,0.5,0,0,0,0,0
Piano Crafters,JUNE,Retail,Paid Social,0,0.5,0,0,0,0,0
Platinum Roofing ,JUNE,,Paid Social,0,0.5,0,0,0,0,0
PRMC,JUNE,Real Estate,Paid Social,0,0.5,0,0,0,0,0
ProGuard 564,JUNE,Roofing & HVAC,Paid Social,0,0.5,0,0,0,0,0
Reliable Pool Enclosures,JUNE,,Paid Social,0,0.5,0,0,0,0,0
"Servpro Harris, Meriwether, & Stewart",JUNE,,Paid Social,0,0.5,0,0,0,0,0
Tadlock Roofing,JUNE,Roofing,Paid Social,0,0.5,0,0,0,0,0
Tires First - Aletheia,JUNE,Tire & Auto,Paid Social,300,0.5,150,150.39,43756,76,0.001736905
Tyler Home Improvement,JUNE,Home Improvement,Paid Social,0,0.5,0,0,0,0,0
Tuscan Rose Vineyards,JUNE,Winery,Paid Social,0,0.5,0,0,0,0,0
Warrior Restoration,JUNE,Buildings,Paid Social,0,0.5,0,0,0,0,0
Avery Roof Services,MAY,Roofing,Paid Social,0,0.5,0,0,0,0,0
Brothers Gutters,MAY,"Plumbing, HVAC",Paid Social,0,0.5,0,0,0,0,0
Cheap Cheap Trees,MAY,,Paid Social,0,0.5,0,0,0,0,0
Claim Adjusters,MAY,,Paid Social,0,0.5,0,0,0,0,0
Complete Tire,MAY,Tire & Auto,Paid Social,0,0.5,0,0,0,0,0
