Company,Month,Service to Public,Campaign Type,Company Location,Paid to Ad,Percent,Spend,Spent,Impressions,Clicks,CRT,Goal
Synovus Minority Sarasota,JULY,Banking,Display,,900,0.3,,265.61,106103,68,,
Synovus Minority Mobile,JULY,Banking,Display,,900,0.3,,306.88,110197,73,,
Synovus Minority Orlando,JULY,Banking,Display,,900,0.3,,248.07,115244,113,,
Synovus Minority Cape Coral,JULY,Banking,Display,,900,0.3,,325.55,110219,44,,
Synovus Minority Hilton Head,JULY,Banking,Display,,900,0.3,,329.46,111929,11,,
Synovus Albany Branding ,JULY,Banking,Display,,800,0.3,,375.14,299026,647,,
Synovus Mobile Branding ,JULY,Banking,Display,,600,0.3,,133.69,107011,127,,
Synovus Tifton Branding ,JULY,Banking,Display,,600,0.3,,191.96,124894,314,,
Synovus Sarasota Branding,JULY,Banking,Display,,,0.3,,16.54,8607,0,,
Synovus Warner Robins Branding ,JULY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Valdosta Branding ,JULY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Stockbrokers Caribbean ,JULY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Stockbrokers Wellington ,JULY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Stockbrokers Palm Harbor ,JULY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Stockbrokers Vanderbilt ,JULY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Stockbrokers Sarasota ,JULY,Banking,Display,,,0.3,,0.0,0,0,,
The Roofing Guys,JULY,Roofing,Display,,,0.3,,0.0,0,0,,
Tires First - Aletheia,JULY,Tire & Auto,Display,,1700,0.3,,376.54,223881,615,,
Tyler Home Improvement,JULY,Home Improvement,Display,,,0.3,,0.0,0,0,,
Tuscan Rose Vineyards,JULY,Winery,Display,,,0.3,,0.0,0,0,,
Warrior Restoration,JULY,,Display,,,0.3,,0.0,0,0,,
West Georgia Eye Care,JULY,Medical,Display,,1100,0.3,,350.42,121005,0,,
ACE Air ,JUNE,HVAC,Display,,,0.3,,0.0,0,0,,
Adams Family Dentistry,JUNE,Dentist,Display,,900,0.3,,191.4,111497,348,,
AirLogic,JUNE,HVAC,Display,,,0.3,,0.0,0,0,,
Aletheia Digital,JUNE,,Display,,,0.3,,0.0,0,0,,
ASP Pools ,JUNE,Landscaping & Pools,Display,,700,0.3,,247.32,158190,158,,
Avery Roof Services,JUNE,Roofing,Display,,,0.3,,0.0,0,0,,
Bennie Smith Funeral Homes,JUNE,Funeral,Display,,1000,0.3,,343.89,106341,158,,
Beracah Homes,JUNE,Housing,Display,,1100,0.3,,327.91,115953,158,,
Bethany Church,JUNE,Church & School,Display,,2000,0.3,,0.0,0,0,,
Brothers Gutters,JUNE,,Display,,,0.3,,0.0,0,0,,
Butts Mill Farm ,JUNE,,Display,,,0.3,,0.0,0,0,,
Buzzell Plumbing Heating & AC,JUNE,"Plumbing, HVAC",Display,,1000,0.3,,306.59,106327,215,,
Cheap Cheap Trees,JUNE,,Display,,,0.3,,0.0,0,0,,
Childress Dental,JUNE,Dentist,Display,,500,0.3,,67.79,61685,157,,
Chris Moore Roofing,JUNE,Roofing,Display,,350,0.3,,122.37,43492,63,,
Claim Adjusters,JUNE,,Display,,,0.3,,0.0,0,0,,
Cofield Comfort Systems,JUNE,HVAC,Display,,500,0.3,,143.83,53161,106,,
Columbus Hospice,JUNE,Medical,Display,,,0.3,,0.0,0,0,,
Columbus Technical College,JUNE,Church & School,Display,,400,0.3,,148.46,53168,90,,
Complete Tire,JUNE,Tire & Auto,Display,,1000,0.3,,286.25,103979,138,,
Containers by Reaves,JUNE,Waste Management,Display,,500,0.3,,66.69,78465,194,,
Custom Home Furniture,JUNE,,Display,,,0.3,,0.0,0,0,,
Custom Home Sleep Shop,JUNE,,Display,,,0.3,,0.0,0,0,,
Daniel Appliance,JUNE,Appliance,Display,,,0.3,,0.0,0,0,,
Dentistry for Children,JUNE,Dentist,Display,,500,0.3,,154.99,52863,117,,
Desert Steel,JUNE,Retail,Display,,,0.3,,958.57,328725,101,,
Do It Yourself Pest Control,JUNE,,Display,,,0.3,,0.0,0,0,,
Economy Air,JUNE,HVAC,Display,,500,0.3,,207.99,20722,79,,
Elements Lawn & Pest,JUNE,Landscaping & Pools,Display,,,0.3,,0.0,0,0,,
E&S Clothing Warehouse,JUNE,,Display,,,0.3,,0.0,0,0,,
Five Star Painting ,JUNE,,Display,,,0.3,,0.0,0,0,,
Fosters Tree Service,JUNE,Tree Service,Display,,,0.3,,0.0,0,0,,
Green Team Dumpster Rentals,JUNE,Waste Management,Display,,250,0.3,,56.62,30718,107,,
Hinson Galleries,JUNE,Furniture,Display,,600,0.3,,181.23,63799,99,,
iAct BIO Pediactric Diabetes Mellitus,JUNE,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Cardiomyopathy Trial,JUNE,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Celiac Disease,JUNE,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Incyte Ped Eczema,JUNE,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Lung Cancer,JUNE,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Lung Cancer Two,JUNE,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Galera Oral Mucositis,JUNE,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Skin Infection,JUNE,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Pfizer AD ,JUNE,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Ulcerative Colitis ,JUNE,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Ulcerative Shire,JUNE,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Vivus Adolescent Obes,JUNE,Clinical Trials,Display,,,0.3,,0.0,0,0,,
JAE of America,JUNE,,Display,,,0.3,,0.0,0,0,,
Law Office of Shanna Rose,JUNE,,Display,,,0.3,,0.0,0,0,,
Magic Bubbles,JUNE,,Display,,,0.3,,0.0,0,0,,
Marty Rae's Furniture,JUNE,Furniture,Display,,1800,0.3,,496.55,173359,279,,
Maps.org,JUNE,,Display,,,0.3,,0.0,0,0,,
Matt's Roofing & Gutters,JUNE,Roofing,Display,,2000,0.3,,103.02,70688,173,,
Martin Brothers Body Works,JUNE,Tire & Auto,Display,,,0.3,,0.0,0,0,,
McGuire's Portable Buildings,JUNE,Buildings,Display,,,0.3,,0.0,0,0,,
Midtown OB,JUNE,Medical,Display,,375,0.3,,178.81,72957,314,,
Mikata Japanese Restaurant,JUNE,Restaurant,Display,,,0.3,,0.0,0,0,,
Mold Zero,JUNE,Home Improvement,Display,,1750,0.3,,257.03,92157,116,,
NATSB,JUNE,,Display,,,0.3,,0.0,0,0,,
Northridge Vet,JUNE,Veterinary,Display,,,0.3,,0.0,0,0,,
Overby Company,JUNE,Office Supply,Display,,400,0.3,,194.7,45322,126,,
Overby Company,JUNE,Office Supply,Display,,,0.3,,,0,,,
Overhead Door -Watertown,JUNE,Garage Door,Display,,,0.3,,0.0,0,0,,
Parkside Dental,JUNE,Dentist,Display,,500,0.3,,93.2,48856,131,,
Pink Monarch,JUNE,Medical,Display,,560,0.3,,98.09,56947,191,,
Piano Crafters,JUNE,,Display,,,0.3,,0.0,0,0,,
Platinum Roofing ,JUNE,,Display,,,0.3,,0.0,0,0,,
PRMC,JUNE,Real Estate,Display,,,0.3,,0.0,0,0,,
ProGuard 562,JUNE,Roofing & HVAC,Display,,,0.3,,0.0,0,0,,
Ragan Grading & Septic,JUNE,Plumbing,Display,,500,0.3,,180.33,60701,147,,
Reliance Home Services,JUNE,Roofing & HVAC,Display,,1000,0.3,,297.02,107332,151,,
Reliable Pool Enclosures,JUNE,,Display,,,0.3,,0.0,0,0,,
Rosenfelds Deli,JUNE,Restaurant,Display,,850,0.3,,258.04,89840,140,,
Servpro CDW,JUNE,Restoration & Cleaning,Display,,2800,0.3,,334.26,295778,1136,,
"Servpro Harris, Meriwether, & Stewart",JUNE,,Display,,,0.3,,0.0,0,0,,
ServPro of Phenix City,JUNE,Restoration & Cleaning,Display,,300,0.3,,58.13,30316,107,,
Shred A Way,JUNE,Office Supply,Display,,400,0.3,,59.2,50583,35,,
Shred A Way,JUNE,Office Supply,Display,,,0.3,,,0,,,
Smiths Radiator,JUNE,Tire & Auto,Display,,,0.3,,0.0,0,0,,
Southern Scarlett,JUNE,,Display,,,0.3,,0.0,0,0,,
Success Unlimited Academy,JUNE,Church & School,Display,,500,0.3,,154.73,53165,92,,
Synovus Minority Birmingham,JUNE,Banking,Display,,1000,0.3,,553.3,103137,270,,
Synovus Minority Naples,JUNE,Banking,Display,,1000,0.3,,343.96,87866,148,,
Synovus Minority Atlanta,JUNE,Banking,Display,,1000,0.3,,620.26,133339,322,,
Synovus Minority Sarasota,JUNE,Banking,Display,,1000,0.3,,394.8,110919,243,,
Synovus Minority Mobile,JUNE,Banking,Display,,1000,0.3,,616.02,117205,206,,
Synovus Minority Orlando,JUNE,Banking,Display,,1000,0.3,,359.84,111370,194,,
Synovus Minority Cape Coral,JUNE,Banking,Display,,1000,0.3,,602.19,114897,199,,
Synovus Minority Hilton Head,JUNE,Banking,Display,,1000,0.3,,436.72,108083,180,,
Synovus Albany Branding ,JUNE,Banking,Display,,800,0.3,,20.55,9557,55,,
Synovus Mobile Branding ,JUNE,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Tifton Branding ,JUNE,Banking,Display,,750,0.3,,127.0,74624,324,,
Synovus Sarasota Branding,JUNE,Banking,Display,,750,0.3,,0.0,0,0,,
Synovus Warner Robins Branding ,JUNE,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Valdosta Branding ,JUNE,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Stockbrokers Caribbean ,JUNE,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Stockbrokers Wellington ,JUNE,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Stockbrokers Palm Harbor ,JUNE,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Stockbrokers Vanderbilt ,JUNE,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Stockbrokers Sarasota ,JUNE,Banking,Display,,,0.3,,0.0,0,0,,
The Roofing Guys,JUNE,Roofing,Display,,,0.3,,0.0,0,0,,
Tires First - Aletheia,JUNE,Tire & Auto,Display,,1700,0.3,,336.54,181011,568,,
Tyler Home Improvement,JUNE,Home Improvement,Display,,,0.3,,0.0,0,0,,
Tuscan Rose Vineyards,JUNE,Winery,Display,,,0.3,,0.0,0,0,,
Warrior Restoration,JUNE,,Display,,,0.3,,0.0,0,0,,
West Georgia Eye Care,JUNE,Medical,Display,,1100,0.3,,907.1,119714,288,,
ACE Air ,MAY,HVAC,Display,,,0.3,,0.0,0,0,,
Adams Family Dentistry,MAY,Dentist,Display,,900,0.3,,144.69,102495,279,,
AirLogic,MAY,HVAC,Display,,,0.3,,0.0,0,0,,
Aletheia Digital,MAY,,Display,,,0.3,,0.0,0,0,,
ASP Pools ,MAY,Landscaping & Pools,Display,,700,0.3,,246.65,156727,175,,
Avery Roof Services,MAY,Roofing,Display,,,0.3,,0.0,0,0,,
Bennie Smith Funeral Homes,MAY,Funeral,Display,,1000,0.3,,348.54,106407,122,,
Beracah Homes,MAY,Housing,Display,,1100,0.3,,335.63,116054,146,,
Bethany Church,MAY,Church & School,Display,,,0.3,,0.0,0,0,,
Brothers Gutters,MAY,,Display,,,0.3,,0.0,0,0,,
Butts Mill Farm ,MAY,,Display,,,0.3,,0.0,0,0,,
Buzzell Plumbing Heating & AC,MAY,"Plumbing, HVAC",Display,,1000,0.3,,308.93,106365,258,,
Cheap Cheap Trees,MAY,,Display,,,0.3,,0.0,0,0,,
Childress Dental,MAY,Dentist,Display,,,0.3,,0.0,0,0,,
Chris Moore Roofing,MAY,Roofing,Display,,350,0.3,,118.79,43175,65,,
Claim Adjusters,MAY,,Display,,,0.3,,0.0,0,0,,
Cofield Comfort Systems,MAY,HVAC,Display,,500,0.3,,160.42,56911,108,,
Columbus Hospice,MAY,Medical,Display,,,0.3,,0.0,0,0,,
Columbus Technical College,MAY,Church & School,Display,,400,0.3,,149.88,53225,101,,
Complete Tire,MAY,Tire & Auto,Display,,1000,0.3,,1.11,411,0,,
Containers by Reaves,MAY,Waste Management,Display,,500,0.3,,48.23,53313,204,,
Custom Home Furniture,MAY,,Display,,,0.3,,0.0,0,0,,
Custom Home Sleep Shop,MAY,,Display,,,0.3,,0.0,0,0,,
Daniel Appliance,MAY,Appliance,Display,,,0.3,,0.0,0,0,,
Dentistry for Children,MAY,Dentist,Display,,500,0.3,,151.49,53203,139,,
Desert Steel,MAY,Retail,Display,,4000,0.3,,0.0,0,0,,
Do It Yourself Pest Control,MAY,,Display,,,0.3,,0.0,0,0,,
Economy Air,MAY,HVAC,Display,,4000,0.3,,0.0,0,0,,
Elements Lawn & Pest,MAY,Landscaping & Pools,Display,,,0.3,,0.0,0,0,,
E&S Clothing Warehouse,MAY,,Display,,,0.3,,0.0,0,0,,
Five Star Painting ,MAY,,Display,,,0.3,,0.0,0,0,,
Fosters Tree Service,MAY,Tree Service,Display,,,0.3,,0.0,0,0,,
Green Team Dumpster Rentals,MAY,Waste Management,Display,,250,0.3,,0.0,0,0,,
Hinson Galleries,MAY,Furniture,Display,,600,0.3,,180.39,63854,86,,
iAct BIO Pediactric Diabetes Mellitus,MAY,Clinical Trials,Display,,950,0.3,,0.0,0,0,,
iAct Cardiomyopathy Trial,MAY,Clinical Trials,Display,,950,0.3,,0.0,0,0,,
iAct Celiac Disease,MAY,Clinical Trials,Display,,950,0.3,,0.0,0,0,,
iAct Incyte Ped Eczema,MAY,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Lung Cancer,MAY,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Lung Cancer Two,MAY,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Galera Oral Mucositis,MAY,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Skin Infection,MAY,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Pfizer AD ,MAY,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Ulcerative Colitis ,MAY,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Ulcerative Shire,MAY,Clinical Trials,Display,,,0.3,,0.0,0,0,,
iAct Vivus Adolescent Obes,MAY,Clinical Trials,Display,,,0.3,,0.0,0,0,,
JAE of America,MAY,,Display,,,0.3,,0.0,0,0,,
Law Office of Shanna Rose,MAY,,Display,,,0.3,,0.0,0,0,,
Magic Bubbles,MAY,,Display,,,0.3,,0.0,0,0,,
Marty Rae's Furniture,MAY,Furniture,Display,,1800,0.3,,535.54,187700,257,,
Maps.org,MAY,,Display,,,0.3,,0.0,0,0,,
Matt's Roofing & Gutters,MAY,Roofing,Display,,1000,0.3,,158.02,113621,277,,
Martin Brothers Body Works,MAY,Tire & Auto,Display,,,0.3,,0.0,0,0,,
McGuire's Portable Buildings,MAY,Buildings,Display,,,0.3,,0.0,0,0,,
Midtown OB,MAY,Medical,Display,,375,0.3,,155.64,53939,237,,
Mikata Japanese Restaurant,MAY,Restaurant,Display,,,0.3,,0.0,0,0,,
Mold Zero,MAY,Home Improvement,Display,,,0.3,,0.0,0,0,,
NATSB,MAY,,Display,,,0.3,,0.0,0,0,,
Northridge Vet,MAY,Veterinary,Display,,,0.3,,10.91,7473,8,,
Overby Company,MAY,Office Supply,Display,,400,0.3,,129.61,30277,91,,
Overby Company,MAY,Office Supply,Display,,,0.3,,,0,,,
Overhead Door -Watertown,MAY,Garage Door,Display,,500,0.3,,90.53,55717,216,,
Parkside Dental,MAY,Dentist,Display,,500,0.3,,68.85,51527,118,,
Pink Monarch,MAY,Medical,Display,,560,0.3,,158.3,67946,319,,
Piano Crafters,MAY,,Display,,,0.3,,0.0,0,0,,
Platinum Roofing ,MAY,,Display,,,0.3,,0.0,0,0,,
PRMC,MAY,Real Estate,Display,,,0.3,,0.0,0,0,,
ProGuard 562,MAY,Roofing & HVAC,Display,,,0.3,,0.0,0,0,,
Ragan Grading & Septic,MAY,Plumbing,Display,,500,0.3,,198.63,68021,186,,
Reliance Home Services,MAY,Roofing & HVAC,Display,,1000,0.3,,282.35,102860,169,,
Reliable Pool Enclosures,MAY,,Display,,,0.3,,0.0,0,0,,
Rosenfelds Deli,MAY,Restaurant,Display,,850,0.3,,252.06,89880,164,,
Servpro CDW,MAY,Restoration & Cleaning,Display,,2000,0.3,,218.24,212949,457,,
"Servpro Harris, Meriwether, & Stewart",MAY,,Display,,,0.3,,0.0,0,0,,
ServPro of Phenix City,MAY,Restoration & Cleaning,Display,,300,0.3,,106.35,41209,208,,
Shred A Way,MAY,Office Supply,Display,,400,0.3,,283.81,51402,144,,
Shred A Way,MAY,Office Supply,Display,,,0.3,,,0,,,
Smiths Radiator,MAY,Tire & Auto,Display,,,0.3,,0.0,0,0,,
Southern Scarlett,MAY,,Display,,,0.3,,0.0,0,0,,
Success Unlimited Academy,MAY,Church & School,Display,,500,0.3,,151.56,53169,88,,
Synovus Minority Birmingham,MAY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Minority Naples,MAY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Minority Atlanta,MAY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Minority Sarasota,MAY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Minority Mobile,MAY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Minority Orlando,MAY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Minority Cape Coral,MAY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Minority Hilton Head,MAY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Albany Branding ,MAY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Mobile Branding ,MAY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Tifton Branding ,MAY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Sarasota Branding,MAY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Warner Robins Branding ,MAY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Valdosta Branding ,MAY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Stockbrokers Caribbean ,MAY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Stockbrokers Wellington ,MAY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Stockbrokers Palm Harbor ,MAY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Stockbrokers Vanderbilt ,MAY,Banking,Display,,,0.3,,0.0,0,0,,
Synovus Stockbrokers Sarasota ,MAY,Banking,Display,,,0.3,,0.0,0,0,,
The Roofing Guys,MAY,Roofing,Display,,,0.3,,0.0,0,0,,
Tires First - Aletheia,MAY,Tire & Auto,Display,,1700,0.3,,431.58,217180,674,,
Tyler Home Improvement,MAY,Home Improvement,Display,,,0.3,,0.0,0,0,,
Tuscan Rose Vineyards,MAY,Winery,Display,,,0.3,,0.0,0,0,,
Warrior Restoration,MAY,,Display,,,0.3,,0.0,0,0,,
West Georgia Eye Care,MAY,Medical,Display,,1000,0.3,,309.17,105799,427,,
Adams Family Dentistry,AUG,Dentist,Display,,900,0.3,,203.98,144597,145,,90000.0
Advanced Med Pro,AUG,Banking,Display,,,0.5,,0.0,0,0,,85000.0
Alabama Funeral Homes & Cremation Center,AUG,Funeral,Display,,,0.3,,0.0,0,0,,150000.0
Aletheia Digital,AUG,,Display,,,0.3,,0.0,0,0,,0.0
Allstar Heating & Air,AUG,HVAC,Display,,,0.3,,0.0,0,0,,50000.0
American Roofing and Restoration,AUG,Roofing,Display,,1500,0.3,,246.65,181548,243,,50000.0
ASP Pools ,AUG,Landscaping & Pools,Display,,800,0.3,,248.48,184174,161,,160000.0
Avery's Furniture,AUG,Furniture,Display,,,0.3,,0.0,0,0,,40000.0
Bennie Smith Funeral Homes,AUG,Funeral,Display,,,0.3,,0.0,0,0,,100000.0
Beracah Homes,AUG,Housing,Display,,,0.3,,0.0,0,0,,110000.0
Bethany Church,AUG,Church & School,Display,,,0.3,,1970.13,255754,380,,150000.0
Buzzell Plumbing Heating & AC,AUG,"Plumbing, HVAC",Display,,,0.3,,0.0,0,0,,100000.0
Childress Dental,AUG,Dentist,Display,,,0.3,,0.0,0,0,,50000.0
Chris Moore Roofing,AUG,Roofing,Display,,,0.3,,0.0,0,0,,40833.0
Cofield Comfort Systems,AUG,HVAC,Display,,,0.3,,0.0,0,0,,50000.0
Columbus Hospice,AUG,Medical,Display,,,0.3,,658.196239,14320,0,,0.0
Columbus Technical College,AUG,Church & School,Display,,400,0.3,,390.431611,11340,0,,50000.0
Complete Tire,AUG,Tire & Auto,Display,,,0.3,,0.0,0,0,,100000.0
Containers by Reaves,AUG,Waste Management,Display,,,0.3,,0.0,0,0,,50000.0
D&H Backhoe Services,AUG,Plumbing,Display,,,0.3,,0.0,0,0,,0.0
Dentistry for Children,AUG,Dentist,Display,,,0.3,,0.0,0,0,,50000.0
Desert Steel,AUG,Retail,Display,,,0.3,,0.0,0,0,,400000.0
Farney's Home & Building Center,AUG,Home Improvement,Display,,750,0.3,,93.53,45041,188,,46000.0
First Response Services,AUG,Restoration & Cleaning,Display,,,0.3,,0.0,0,0,,22500.0
Fosters Tree Service,AUG,Tree Service,Display,,,0.3,,0.0,0,0,,20000.0
Gil's Auto Opelika,AUG,Auto Sales,Display,,,0.3,,0.0,0,0,,100000.0
Grand Opera House,AUG,Entertainment,Display,,,0.3,,0.0,0,0,,100000.0
Green Team Dumpster Rentals,AUG,Waste Management,Display,,,0.3,,0.0,0,0,,20000.0
Hinson Galleries,AUG,Furniture,Display,,,0.3,,0.0,0,0,,60000.0
Hutchinson Boat Works,AUG,Boating,Display,,,0.3,,0.0,0,0,,27500.0
Hyundai of Auburn,AUG,Auto Sales,Display,,,0.3,,0.0,0,0,,120000.0
iAct Colorectal Cancer,AUG,Clinical Trials,Display,,,0.3,,0.0,0,0,,100000.0
iAct Diabetes Mellitus Trial,AUG,Clinical Trials,Display,,,0.3,,0.0,0,0,,0.0
iAct Eczema Trial,AUG,Clinical Trials,Display,,,0.3,,0.0,0,0,,0.0
iAct Oral Mucositis,AUG,Medical,Display,,,0.3,,0.0,0,0,,100000.0
iAct Pancreatic Cancer,AUG,Clinical Trials,Display,,,0.3,,0.0,0,0,,100000.0
iAct Pneumonia Vaccine Trial,AUG,Clinical Trials,Display,,,0.3,,0.0,0,0,,0.0
iAct Teen Obesity,AUG,Clinical Trials,Display,,,0.3,,0.0,0,0,,100000.0
Launch Trampoline,AUG,Entertainment,Display,,,0.3,,0.0,0,0,,100000.0
Marty Rae's Furniture,AUG,Furniture,Display,,,0.3,,0.0,0,0,,180000.0
Matt's Roofing & Gutters,AUG,Roofing,Display,,1000,0.3,,156.25,37051,173,,100000.0
McGuire's Portable Buildings,AUG,Buildings,Display,,,0.3,,0.0,0,0,,10000.0
Midtown OB,AUG,Medical,Display,,1250,0.3,,285.21,134558,340,,50000.0
Midtown OB Fibroids Trial,AUG,Medical,Display,,,0.3,,0.0,0,0,,80000.0
Mikata Japanese Restaurant,AUG,Restaurant,Display,,,0.3,,0.0,0,0,,0.0
Mike Seltzer Jewelers,AUG,Retail,Display,,,0.3,,0.0,0,0,,42000.0
North Country Family Health Center,AUG,Medical,Display,,1000,0.3,,1745.251285,99720,63,,37500.0
Northridge Vet,AUG,Veterinary,Display,,500,0.3,,91.84,79120,64,,50000.0
Only Plumbing,AUG,Plumbing,Display,,,0.3,,39.63,32002,23,,0.0
Overby Company,AUG,Office Supply,Display,,400,0.3,,297.88,51861,590,,40000.0
Overby Company,AUG,Office Supply,Display,,,0.3,,,0,0,,16000.0
Overhead Door -Watertown,AUG,Garage Door,Display,,500,0.3,,248.0,55825,52,,50000.0
Parkside Dental,AUG,Dentist,Display,,500,0.3,,56.81,31062,111,,50000.0
Pink Monarch,AUG,Medical,Display,,560,0.3,,135.91,94953,126,,56000.0
PinProps,AUG,Real Estate,Display,,,0.3,,0.0,0,0,,300000.0
Proscape Colorants,AUG,Landscaping & Pools,Display,,,0.3,,0.0,0,0,,270000.0
Ragan Grading & Septic,AUG,Plumbing,Display,,,0.3,,0.0,0,0,,50000.0
Reliance Home Services,AUG,Roofing & HVAC,Display,,,0.3,,0.0,0,0,,100000.0
Roscoe Jenkins Funeral Home,AUG,Funeral,Display,,,0.3,,0.0,0,0,,35000.0
Rosenfelds Deli,AUG,Restaurant,Display,,,0.3,,0.0,0,0,,85000.0
Servpro CDW,AUG,Restoration & Cleaning,Display,,,0.3,,0.0,0,0,,250000.0
ServPro of Phenix City,AUG,Restoration & Cleaning,Display,,630,0.3,,441.84,216338,222,,30000.0
Shred A Way,AUG,Office Supply,Display,,400,0.3,,212.51,159608,86,,40000.0
Shred A Way,AUG,Office Supply,Display,,,0.3,,,0,0,,16000.0
Smiths Radiator,AUG,Tire & Auto,Display,,,0.3,,0.0,0,0,,50000.0
Success Unlimited Academy,AUG,Church & School,Display,,,0.3,,0.0,0,0,,50000.0
The Roofing Guys,AUG,Roofing,Display,,,0.3,,0.0,0,0,,20000.0
Thompson West Plumbing,AUG,Plumbing,Display,,,0.3,,0.0,0,0,,0.0
Tidemark Federal Credit Union,AUG,Banking,Display,,,0.3,,0.0,0,0,,280000.0
Tires First - Aletheia,AUG,Tire & Auto,Display,,1700,0.3,,373.68,181352,324,,170000.0
TLC Realty,AUG,Real Estate,Display,,,0.3,,0.0,0,0,,50000.0
Valley Rescue Mission,AUG,Charitable,Display,,,0.3,,0.0,0,0,,50000.0
West Georgia Eye Care,AUG,Medical,Display,,1000,0.3,,159.25,134015,103,,100000.0
WVNC Job Fair,AUG,Media,Display,,,0.3,,0.0,0,0,,40000.0
Adams Family Dentistry,SEPT,Dentist,Display,,,0.3,,,,,,
Advanced Med Pro,SEPT,Banking,Display,,,0.3,,,,,,
Alabama Funeral Homes & Cremation Center,SEPT,Funeral,Display,,,0.3,,,,,,
Aletheia Digital,SEPT,,Display,,,0.3,,,,,,
Allstar Heating & Air,SEPT,HVAC,Display,,,0.3,,,,,,
American Roofing and Restoration,SEPT,Roofing,Display,,,0.3,,,,,,
ASP Pools ,SEPT,Landscaping & Pools,Display,,,0.3,,,,,,
Avery's Furniture,SEPT,Furniture,Display,,,0.3,,,,,,
Bennie Smith Funeral Homes,SEPT,Funeral,Display,,,0.3,,,,,,
Beracah Homes,SEPT,Housing,Display,,,0.3,,,,,,
Bethany Church,SEPT,Church & School,Display,,,0.3,,,,,,
Buzzell Plumbing Heating & AC,SEPT,"Plumbing, HVAC",Display,,,0.3,,,,,,
Childress Dental,SEPT,Dentist,Display,,,0.3,,,,,,
Chris Moore Roofing,SEPT,Roofing,Display,,,0.3,,,,,,
Cofield Comfort Systems,SEPT,HVAC,Display,,350,0.3,,,,,,
Columbus Hospice,SEPT,Medical,Display,,,0.3,,,,,,
Columbus Technical College,SEPT,Church & School,Display,,,0.3,,,,,,
Complete Tire,SEPT,Tire & Auto,Display,,,0.3,,,,,,
Containers by Reaves,SEPT,Waste Management,Display,,,0.3,,,,,,
D&H Backhoe Services,SEPT,Plumbing,Display,,,0.3,,,,,,
Dentistry for Children,SEPT,Dentist,Display,,,0.3,,,,,,
Desert Steel,SEPT,Retail,Display,,,0.3,,,,,,
Farney's Home & Building Center,SEPT,Home Improvement,Display,,,0.3,,,,,,
First Response Services,SEPT,Restoration & Cleaning,Display,,,0.3,,,,,,
Fosters Tree Service,SEPT,Tree Service,Display,,,0.3,,,,,,
Gil's Auto Opelika,SEPT,Auto Sales,Display,,,0.3,,,,,,
Grand Opera House,SEPT,Entertainment,Display,,300,0.3,,,,,,
